ResponseId,What is your age range?,What is your gender?,"What is your approximate total household investable assets? (includes checking, savings, or money market accounts and investments – excludes your primary residence and employer-sponsored retirement accounts)",Which of the following best describes your level of comfort using technology?,What is your usual method for contacting a company? - Selected Choice,What is your usual method for contacting a company? - Other - Text,"How often do you call companies for customer service (ie support, issue, order)?",Why do you typically call customer service or a company phone number? - Selected Choice,Why do you typically call customer service or a company phone number? - Other - Text,"When you call a company, do you prefer to speak to a live agent or use an voice assistant?",How would you rate your overall experience with virtual assistants when calling a company or customer service line?,"In the past, when speaking with virtual assistant for a company, did the virtual assistant accurately understand and address your needs or concerns?",How easy or difficult do you find it to communicate with a virtual assistant when calling a company?,Can you please explain what parts of the experience make it difficult?,Can you please explain what parts of the experience make it easy?,Please rank the following factors in order of importance to your overall experience with an automated phone system: (drag and drop) - Clarity of instructions,Please rank the following factors in order of importance to your overall experience with an automated phone system: (drag and drop) - Ease of navigation,Please rank the following factors in order of importance to your overall experience with an automated phone system: (drag and drop) - Speed of response,Please rank the following factors in order of importance to your overall experience with an automated phone system: (drag and drop) - Accuracy of information,Please rank the following factors in order of importance to your overall experience with an automated phone system: (drag and drop) - Ability to reach a live agent,How comfortable are you with virtual assistants that capture your information?,Can you please explain what makes you feel that way?,At what point during the conversation with the voice assistant would you prefer to speak to a live agent?,How would you rate your comfort level with an automated system handling the following tasks? - Password reset,How would you rate your comfort level with an automated system handling the following tasks? - Real-time account balance,"How would you rate your comfort level with an automated system handling the following tasks? - Account information (Direct deposit setup, routing information)",How would you rate your comfort level with an automated system handling the following tasks? - Recently cleared checks,How would you rate your comfort level with an automated system handling the following tasks? - Physical Check reorder,How would you rate your comfort level with an automated system handling the following tasks? - Stop payment on a check,How would you rate your comfort level with an automated system handling the following tasks? - Withdrawal activity,How would you rate your comfort level with an automated system handling the following tasks? - Deposit activity,How would you rate your comfort level with an automated system handling the following tasks? - Credit card payment,"How would you rate your comfort level with an automated system handling the following tasks? - Rate & Yields (Dividend interest payments, fund yield etc)",How would you rate your comfort level with an automated system handling the following tasks? - Product features and benefits,How would you rate your comfort level with an automated system handling the following tasks? - Mortgage Inquiry,"Imagine that you need to reset your password.
Assuming that whether you use the voice assistant or a human agent, you get your desired outcome (ie your password is reset).

Ideally, how do you envision this interaction playing out with an voice assistant?","Imagine that you need to check your account balance. 
Assuming that whether you use the voice assistant or a human agent, you get your desired outcome (ie you are told your account balance). 

Ideally, how do you envision this interaction playing out with an voice assistant?","Imagine that you need assistance navigating the company's home page. 
Assuming that whether you use the voice assistant or a human agent, you get your desired outcome (ie your questions or concerns about the home page are answered). 

Ideally, how do you envision this interaction playing out with an voice assistant?"
R_baxhr6pNITtsmzv,45-54,Female,"$5,000,000 - $10,000,000",Somewhat comfortable,Email,,A few times a year,To get help with a technical issue or difficulty,,Always prefer a live agent,Poor,No,Somewhat difficult,They don’t understand the problem ,,4,2,5,3,1,Neutral,,Immediately,Comfortable,Comfortable,Neutral,Neutral,Comfortable,Not Comfortable,Neutral,Neutral,Neutral,Not Comfortable,Neutral,Not Comfortable,Quickly and accurately ,Quickly and accurately ,Quickly and accurately 
R_d4gMUJu32MZrYHL,65,Male,"$1,000,000 - $5,000,000",Somewhat uncomfortable,Phone,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Average,No,Somewhat difficult,They do not understand ,,2,4,5,3,1,Neutral,,After multiple attempts with the automated system,Neutral,Not Comfortable,Neutral,Comfortable,Comfortable,Not Comfortable,Neutral,Neutral,Neutral,Comfortable,Comfortable,Neutral,Very bad,Ok,The same
R_1mVQUclXxsB6cdH,25-34,Male,"$10,000,000.00",Extremely comfortable,In person visit,,A few times a month,To make a complaint or give feedback about a product or service,,Always prefer a live agent,Average,Yes,Extremely difficult,Doesn’t understand me,,2,4,5,1,3,Somewhat uncomfortable,I don’t know what they do with that information ,Immediately,Neutral,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Not Comfortable,Not Comfortable,Good,Great,Amazing
R_3JIT9ASgA7hGw4S,25-34,Female,"$1,000,000 - $5,000,000",Somewhat comfortable,Phone,,A few times a year,To place an order or make a purchase,,Prefer a voice assistant but may speak to a live agent,Good,Yes,Somewhat easy,,They are always prepared for whatever the situation may be.,1,5,3,2,4,Somewhat comfortable,,After multiple attempts with the automated system,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Not Comfortable,Neutral,Comfortable,Comfortable,Neutral,I’m not very comfortable with a voice assistant because what their saying might not be accurate or correct .,I think my voice assistant might malfunction and might ask me the same question more than once despite having already answered the question.,I’d say it would go pretty well
R_1lipp2YE7MIMBZ2,55-65,Female,"$1,000,000 - $5,000,000",Somewhat comfortable,Phone,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Poor,Kind of,Somewhat difficult,They don’t understand what I’m saying,,5,2,3,1,4,Neutral,,Only if the automated system cannot help me,Comfortable,Comfortable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Comfortable,Comfortable,Neutral,Resets my password,Completes task quickly,Would use online help
R_1duB5jMkR3skqEr,65,Female,"$1,000,000 - $5,000,000",Somewhat uncomfortable,Phone,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Poor,Kind of,Neutral,,,4,5,2,3,1,Neutral,,Immediately,Neutral,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Neutral,Neutral,Comfortable,Comfortable,Comfortable,Not Comfortable,"I would envision a voice assistant to ask me what my current password is, either verbally or typing in a message box, and then sending me a link to set it up on my phone or computer","I would simply ask the voice assistant what my balance was and the voice assistant would verbally tell me, just like a live human","The voice assistant would proceed to tell me what to do. Each step of the way, would verify that I was completed with that step, by waiting for me to respond before moving onto the next step. It would wait for my response before completing directions"
R_2V2R7NHZAtBYe7H,55-65,Female,"$1,000,000 - $5,000,000",Extremely comfortable,Email,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Good,Kind of,Extremely easy,,Voice response,3,1,5,2,4,Extremely comfortable,,After multiple attempts with the automated system,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Neutral,I imagine I would experience an authentication process then proceed to password reset,The assistant would statement the account name and its current balance,I would ask how to find my desired location and the assistant would tell me the path
R_tY6VQ9TAMaCeVsB,45-54,Female,"$10,000,000.00",Somewhat comfortable,Online Chat,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Poor,No,Extremely difficult,They are only programmed for some issues. They can’t solve all. It always seems I have a problem that needs a live person. ,,3,1,4,5,2,Somewhat comfortable,,After multiple attempts with the automated system,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Not Comfortable,Comfortable,Comfortable,Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Becoming frustrated because they can’t understand me. ,Getting my balance,Getting on home page
R_1jHecgaUlC4cZQd,45-54,Female,"$1,000,000 - $5,000,000",Somewhat comfortable,Email,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Average,No,Neutral,,,5,4,3,2,1,Neutral,,Immediately,Neutral,Not Comfortable,Not Comfortable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Not sure,Not sure ,I wouldn’t need help with that
R_2OSIEQaXZKamwOY,65,Female,"$5,000,000 - $10,000,000",Extremely comfortable,Phone,,A few times a year,To get help with a technical issue or difficulty,,Prefer a live agent but may speak to an voice assistant,Good,Yes,Somewhat easy,,it is simple and I am understood.  Amazing in 1969 I took a course in artificial intelligence - and here it is,3,4,2,1,5,Somewhat comfortable,,After multiple attempts with the automated system,Not Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,"On a prompt I will speak the new password.  It would show the word it heard, and I can confirm, or either say the password again - or input the word",it would ask what action is wanted,it works
R_paXiTmpDbMmdpst,55-65,Male,"$5,000,000 - $10,000,000",Extremely comfortable,Phone,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Poor,Kind of,Somewhat difficult,Poor communication,,2,3,5,4,1,Somewhat uncomfortable,Privacy issues,After trying the automated system once,Neutral,Comfortable,Not Comfortable,Comfortable,Comfortable,Neutral,Neutral,Neutral,Neutral,Comfortable,Comfortable,Not Comfortable,I would not do this on the phone,Ask for the balance and they would say it,Clear instructions
R_3GCliocNWmc9LoN,45-54,Male,"$10,000,000.00",Extremely comfortable,Phone,,A few times a year,To make a complaint or give feedback about a product or service,,Always prefer a live agent,Poor,No,Somewhat difficult,Have to repeat often,,2,3,5,4,1,Neutral,,After trying the automated system once,Not Comfortable,Not Comfortable,Not Comfortable,Neutral,Neutral,Not Comfortable,Neutral,Neutral,Not Comfortable,Neutral,Neutral,Neutral,"Friendly, knowledgeable,service ",Only want to speak to a live agent ,Understandable 
R_3qDnmaM0REvgVJJ,35-44,Male,"$1,000,000 - $5,000,000",Extremely comfortable,Email,,A few times a year,To place an order or make a purchase,,Prefer a live agent but may speak to an voice assistant,Good,Yes,Extremely easy,,The call from beginning to end ,2,4,1,3,5,Extremely comfortable,,After multiple attempts with the automated system,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Enter old password and then type in your new password and reconfirm password ,I would just like to enter my information and be told my balance ,Same as it would with live agent 
R_1fk3QlzU3JI0mpm,65,Male,"$1,000,000 - $5,000,000",Neutral,Phone,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Average,Kind of,Neutral,,,1,2,5,4,3,Somewhat uncomfortable,Big Brother complex,After trying the automated system once,Neutral,Neutral,Neutral,Neutral,Comfortable,Neutral,Neutral,Comfortable,Comfortable,Neutral,Neutral,Neutral,A request for prompts and possibly a follow up confirmation text ,"Speaking with the agent, giving them the required information and getting a confirmation text ",Hopefully following a script that leads to prompts
R_32JUDqZgOLPKRgD,35-44,Male,"$10,000,000.00",Extremely comfortable,Email,,A few times a month,To resolve an issue with a product or service,,Prefer a live agent but may speak to an voice assistant,Delightful,Yes,Extremely easy,,They attend to me in a good manner ,3,1,2,4,5,Extremely comfortable,,After trying the automated system once,Comfortable,Neutral,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Neutral,Comfortable,It will be a good interaction ,It will be a good interaction ,It will be a good one’s 
R_3h5fMQxtuqTCah6,35-44,Male,"$1,000,000 - $5,000,000",Extremely comfortable,Phone,,A few times a month,To ask a question about a product or service,,Always prefer a live agent,Terrible,No,Extremely difficult,They don't understand anything and never lead to the correct outlet ,,4,3,5,2,1,Extremely uncomfortable,The bot could misplace my info and who knows where the response data is even stored,Immediately,Not Comfortable,Neutral,Not Comfortable,Comfortable,Not Comfortable,Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Comfortable,Neutral,They are able to send me a link to reset it on my own rather than completely with virtual agents ,Call in and recognized my phone number and was able to provide the info quickly with a few security questions ,Ask what I want to find and it navigates me there 
R_3dNe0tBChOhwua5,25-34,Non-binary,"$10,000,000.00",Extremely comfortable,Email,,A few times a month,To place an order or make a purchase,,Prefer a voice assistant but may speak to a live agent,Average,Yes,Extremely easy,,You speak like a decent human being.,3,4,1,2,5,Neutral,,Only if the automated system cannot help me,Neutral,Comfortable,Comfortable,Neutral,Not Comfortable,Neutral,Comfortable,Comfortable,Neutral,Neutral,Neutral,Not Comfortable,"When prompted, I would say password reset ","When prompted, say account balance.","Say, help navigating home page website."
R_1QyFd2B2zXcp0MH,25-34,Male,"$1,000,000 - $5,000,000",Extremely comfortable,Online Chat,,A few times a month,To make a complaint or give feedback about a product or service,,Prefer a live agent but may speak to an voice assistant,Delightful,Yes,Somewhat easy,,The level of understanding ,3,5,4,2,1,Extremely comfortable,,Immediately,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,It should be easy and straightforward ,It should be fine ,It should be easy and straightforward 
R_3frPrtbeBJaxFsQ,55-65,Female,"$1,000,000 - $5,000,000",Extremely comfortable,Phone,,A few times a month,To resolve an issue with a product or service,,Always prefer a live agent,Terrible,No,Extremely difficult,They never understand what I need,,5,2,4,3,1,Extremely uncomfortable,Virtual assistants don't understand me,Immediately,Not Comfortable,Comfortable,Not Comfortable,Not Comfortable,Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Comfortable,Comfortable,Not Comfortable,"I would type password reset, they would ask current password,  whichmI would type.  Then they would ask new password,  which theymwould confirm.","I would ask account balance checking, and they wouldmreply","I wouldnasknthe subject, and they wouldmreply the location "
R_2YidSYOexmJsuBj,25-34,Male,"$10,000,000.00",Extremely comfortable,Social media messaging,,A few times a month,To make a complaint or give feedback about a product or service,,Prefer a voice assistant but may speak to a live agent,Good,Kind of,Somewhat easy,,It’s accessible ,1,3,5,4,2,Somewhat comfortable,,After multiple attempts with the automated system,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Neutral,Neutral,Neutral,Comfortable,Neutral,Neutral,I reach out for help ,I will reach out for customer care help,I will reach out for help 
R_2QSVX3vMRiw9mPj,25-34,Male,"$5,000,000 - $10,000,000",Extremely comfortable,Online Chat,,A few times a month,To get help with a technical issue or difficulty,,Prefer a live agent but may speak to an voice assistant,Good,Kind of,Somewhat easy,,What I wanted wasn’t something difficult so it was easy to get the help I needed. ,2,5,3,1,4,Extremely comfortable,,Only if the automated system cannot help me,Comfortable,Comfortable,Neutral,Comfortable,Not Comfortable,Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Comfortable,Neutral,Comfortable,I see it as an easy something for a virtual assistant to do. Except for cases where it’s not working ,I would strongly prefer a voice assistant for this,The only issue with me not using the voice assistant is if I need more clarity on something 
R_1rIfZla6L0juHkH,35-44,Male,"$1,000,000 - $5,000,000",Somewhat comfortable,Email,,A few times a month,To get help with a technical issue or difficulty,,Prefer a voice assistant but may speak to a live agent,Good,Yes,Somewhat easy,,The part where I don’t get to be interrogated like the way I am,2,4,3,5,1,Somewhat comfortable,,Immediately,Comfortable,Neutral,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Neutral,Neutral,I envision to be an interesting one,I envision the interaction to be a normal one ,It is a good one that this morning 
R_3iWjnZx8cejG0k1,55-65,Male,"$1,000,000 - $5,000,000",Somewhat comfortable,Phone,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Poor,No,Extremely difficult,I find dealing with virtual agents to be very frustrating and time consuming ... I usually end up having to talk to a live person anyway so why not just cut out the time and frustration and let me talk with a live person from the very beginning.,,5,3,2,4,1,Neutral,,Immediately,Not Comfortable,Comfortable,Neutral,Comfortable,Not Comfortable,Not Comfortable,Neutral,Neutral,Not Comfortable,Comfortable,Not Comfortable,Not Comfortable,By telling me how to do it online or connecting me directly to a live person.,An option that lets me continue with the voice assistant or speak to a live person immediately.,By letting me talk with a live person immediately.
R_2zYLP5YPjot1iuj,65,Female,"$1,000,000 - $5,000,000",Extremely comfortable,Email,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Terrible,No,Extremely difficult,They don’t understand the issue just get canned responses,,3,4,5,2,1,Extremely comfortable,,After trying the automated system once,Not Comfortable,Neutral,Not Comfortable,Neutral,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Neutral,Comfortable,Not Comfortable,I din’t,I don’t,Vey frustrating
R_Y9YJOtzBC4EXUXL,45-54,Male,"$5,000,000 - $10,000,000",Extremely comfortable,Email,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Poor,No,Neutral,,,1,2,5,3,4,Somewhat comfortable,,Only if the automated system cannot help me,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Neutral,Not Comfortable,Not Comfortable,"Password reset, confirmation and done","request balance, recieve balances, and done",direct
R_3lKOhAW5xkhvAXX,35-44,Male,"$5,000,000 - $10,000,000",Extremely comfortable,Email,,A few times a month,To place an order or make a purchase,,Always prefer a live agent,Delightful,No,Extremely difficult,They never hear my response ,,3,5,4,2,1,Extremely uncomfortable,I don't like talking to machines,Immediately,Not Comfortable,Comfortable,Not Comfortable,Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Constantly repeating information on my end,Not listening,Not being able to be transparent on issues needing clarification
R_1exbrP2YbCgIhY1,45-54,Female,"$1,000,000 - $5,000,000",Somewhat comfortable,Phone,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Terrible,No,Extremely difficult,"If I am calling, it’s because I can’t get the answers from the virtual assistant. I need a live person to help",,3,5,2,4,1,Neutral,,After trying the automated system once,Not Comfortable,Comfortable,Not Comfortable,Comfortable,Comfortable,Not Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,"The assistant asked what I need help with, I identify I need to reset my password,.  They ask 3 security questions and then allow me to reset password",Ask for account balance and be told it immediately ,Can’t fathom how the home page would need assistance 
R_vSvlPxdbAbPicr7,65,Male,"$1,000,000 - $5,000,000",Somewhat comfortable,Email,,A few times a month,To get help with a technical issue or difficulty,,Prefer a live agent but may speak to an voice assistant,Average,No,Somewhat difficult,Voice assistants have set “menus”,,4,2,5,1,3,Somewhat uncomfortable,They don’t understand commands,After trying the automated system once,Neutral,Comfortable,Not Comfortable,Comfortable,Neutral,Not Comfortable,Not Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Not Comfortable,Sends a link for reset,Menu item,Absurd
R_R1X9l51xKBJ05lD,65,Male,"$1,000,000 - $5,000,000",Somewhat uncomfortable,Phone,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Terrible,No,Somewhat difficult,voice recognition technology is poor,,2,4,3,5,1,Somewhat uncomfortable,It is unclear  how the information is pertinent to the problem at hand,Immediately,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Not Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,no difference between a voice assistant and a human agent,no difference,no difference
R_7QBAPhAoISJKejf,65,Male,"$1,000,000 - $5,000,000",Somewhat comfortable,Phone,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Terrible,No,Somewhat difficult,Lack of understanding the issue,,4,5,2,3,1,Extremely uncomfortable,They usually just don't work,Immediately,Neutral,Neutral,Not Comfortable,Neutral,Neutral,Neutral,Not Comfortable,Not Comfortable,Not Comfortable,Neutral,Neutral,Neutral,It would seem better to reset a password online - not by speaking about it,This is another thing I can just check online - not use a voice assistant,if I can't figure out how to nao talvigate a home page I would want to talk with a person
R_SVR5j4hFSnpTxRL,65,Female,"$1,000,000 - $5,000,000",Somewhat comfortable,Phone,,A few times a year,To ask a question about a product or service,,Always prefer a live agent,Terrible,No,Extremely difficult,The virtual assistant never seems to understand what I'm trying to ask. I have never resolved anything by communicating with a virtual assistant.,,2,5,4,3,1,Extremely comfortable,,After trying the automated system once,Comfortable,Comfortable,Not Comfortable,Comfortable,Comfortable,Not Comfortable,Comfortable,Comfortable,Not Comfortable,Comfortable,Comfortable,Not Comfortable,Ideally the voice assistant would immediately understand why I called and what I'm trying to accomplish and help me accomplish my task quickly and accurately.,I would want a correct reply right away.,I would want the correct answer to my query without having to repeat myself.
R_1IBqwr4DRG7INpr,65,Female,"$1,000,000 - $5,000,000",Somewhat comfortable,Phone,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Poor,Kind of,Somewhat difficult,Sometimes the options given are not what your problem is.,,3,4,5,1,2,Somewhat uncomfortable,Don't always hone in on the issue.,Immediately,Not Comfortable,Comfortable,Not Comfortable,Comfortable,Not Comfortable,Not Comfortable,Neutral,Neutral,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,If it works it's great; I would rather do that with texting or email.,"If everything checks out ok; it's fine. But if balances don't match, it's not ok.",It would not work out well if I had questions.
R_3PLFwfuSAIvmEet,35-44,Male,"$1,000,000 - $5,000,000",Extremely comfortable,Phone,,A few times a year,To get help with a technical issue or difficulty,,Always prefer a live agent,Good,Kind of,Extremely easy,,take short time and easy ,2,5,3,4,1,Extremely comfortable,,Immediately,Comfortable,Neutral,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Neutral,Comfortable,Neutral,Neutral,Comfortable,only for open,go to right way in short time,i coman with the company name
R_1NEnVrXWSP8haes,65,Male,"$10,000,000.00",Somewhat comfortable,Phone,,A few times a year,To get help with a technical issue or difficulty,,Always prefer a live agent,Poor,No,Somewhat difficult,understanding what is the problem,,3,5,4,2,1,Somewhat comfortable,,After multiple attempts with the automated system,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,verify accurately who is changing password,complete verification of account holder before providing account balance,determine which page you are having problems with
R_02i6inaRYLR3lGF,35-44,Male,"$1,000,000 - $5,000,000",Extremely comfortable,Phone,,Daily,To resolve an issue with a product or service,,Always prefer a live agent,Good,Yes,Extremely easy,,Better option available for now and forevermore.,1,2,3,4,5,Extremely comfortable,,After trying the automated system once,Comfortable,Neutral,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Neutral,Better option available for now and forevermore ,Better option available for now and forevermore.,Everything  in general at all cost of the 
R_3imzrX4yd5NHiEB,45-54,Male,"$1,000,000 - $5,000,000",Somewhat comfortable,Phone,,A few times a month,To resolve an issue with a product or service,,Prefer a live agent but may speak to an voice assistant,Good,Yes,Somewhat easy,,Reliable and dependable and reliable service ,5,4,3,2,1,Somewhat comfortable,,After multiple attempts with the automated system,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Neutral,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Reliable and dependable and reliable service ,Innovative and reliable service ,dependable and reliable service 
R_1Y5MmIsIo5UKMOR,65,Male,"$1,000,000 - $5,000,000",Neutral,Phone,,A few times a year,To place an order or make a purchase,,Always prefer a live agent,Poor,Kind of,Somewhat difficult,options given do no address the nature of the problem,,2,3,5,4,1,Neutral,,After trying the automated system once,Not Comfortable,Neutral,Comfortable,Not Comfortable,Not Comfortable,Neutral,Not Comfortable,Not Comfortable,Not Comfortable,Comfortable,Neutral,Not Comfortable,with significant misinformation,fairly accurate,pretty straightforward
R_Urvw3hEy80GpE09,35-44,Male,"$5,000,000 - $10,000,000",Somewhat comfortable,Phone,,A few times a month,To resolve an issue with a product or service,,Always prefer a live agent,Good,Yes,Extremely easy,,The agent gave me the best ideas on how to do,4,5,1,2,3,Extremely comfortable,,After trying the automated system once,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Good service ,Provision of trust,None
R_sMtR2Uv679mJ5o5,65,Male,"$10,000,000.00",Somewhat comfortable,Email,,A few times a year,To get help with a technical issue or difficulty,,Always prefer a live agent,Average,No,Neutral,,,5,3,2,4,1,Neutral,,After trying the automated system once,Not Comfortable,Neutral,Neutral,Comfortable,Comfortable,Neutral,Neutral,Neutral,Neutral,Comfortable,Comfortable,Neutral,"would use online website, no voice assistance necessary","would check my account online, no voice assistance",cannot imagine not being able to navigate a home page
R_6Wr5WFy5VZ3oWFr,65,Female,"$1,000,000 - $5,000,000",Extremely comfortable,Phone,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Poor,No,Somewhat difficult,"Unless it is a routine question, they either don't understand it or are not able to handle the request. ",,5,2,4,3,1,Extremely comfortable,,After trying the automated system once,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Neutral,Neutral,Comfortable,Comfortable,Comfortable,Neutral,Neutral,They reset my password and provide clear instructions for me to choose and enable a new one.,I quickly receive my accurate account balance. ,Not well.  I am doubtful that the voice assistant would provide accurate navigation instructions or be helpful in directing me to what I want 
R_2q9pPfvTmdogJJN,35-44,Female,"$1,000,000 - $5,000,000",Somewhat comfortable,Phone,,A few times a year,To get help with a technical issue or difficulty,,Always prefer a live agent,Good,Kind of,Somewhat easy,,I think the ease of doing things is exceptional,5,2,1,3,4,Somewhat comfortable,,After trying the automated system once,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Neutral,I don't really know,I don't think I need one,I don't think I need one
R_3kLJlRNXbAzFsZr,65,Male,"$1,000,000 - $5,000,000",Extremely comfortable,Email,,A few times a year,To make a complaint or give feedback about a product or service,,Always prefer a live agent,Terrible,No,Neutral,,,5,4,3,2,1,Somewhat uncomfortable,"Hacking and other ""bad actors"" can get into the system at some point and use my stored information for cloning or other purposes",Immediately,Not Comfortable,Neutral,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Comfortable,Not Comfortable,"Inevitably, a lack of understanding with my still-strong accent and if in my lifetime career field, an AI that knows nothing about it while I use technical phrases and words further increasing the frustration for me.","An automated robotic voice that takes several steps before I find out what a simple one-click website would do or, better, a human.",A totally unsatisfactory outcome where I never reach the desired outcome.
R_To1tRbNZ6DgIqT7,35-44,Male,"$10,000,000.00",Extremely comfortable,Phone,,Daily,To ask a question about a product or service,,Always prefer a live agent,Delightful,Yes,Extremely easy,,The way they approved my request,3,5,1,4,2,Extremely comfortable,,Immediately,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Good,Interesting,Lovely
R_1NDGb9SNl2oqpvt,55-65,Female,"$1,000,000 - $5,000,000",Somewhat comfortable,Phone,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Average,Kind of,Somewhat difficult,Doesn’t understand what I am saying ,,4,5,3,2,1,Somewhat uncomfortable,Not correct interpretation ,After trying the automated system once,Not Comfortable,Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Neutral,Neutral,Neutral,Easy instructions ,Simply,Ask what you need to navigate home page
R_3R1LSGKFlPqD4eg,35-44,Female,"$10,000,000.00",Extremely comfortable,Online Chat,,Daily,To resolve an issue with a product or service,,Always prefer a live agent,Good,Yes,Extremely easy,,Their good community response ,5,1,3,2,4,Extremely comfortable,,After trying the automated system once,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,I will feel comfortable since my request has been solved,I will be very satisfied upon checking my account balance ,I Will be very satisfied with it
R_2xAitccXIndL8Mw,25-34,Male,"$10,000,000.00",Extremely comfortable,Phone,,Daily,To ask a question about a product or service,,Always prefer a live agent,Delightful,Yes,Extremely easy,,The quick response from you are aware of this but I am interested in the morning and happy new year to you are aware of this but you know can you send me your pictures please I want you are laughing rtygsg,3,2,4,5,1,Extremely comfortable,,Immediately,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Not Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,I am not sure what to do with my life and I am not sure what to do with my friends are for the job posting on social security card for the job posting on social media platforms like to know more about the position of the position of the position you you have available for me fagrsgg,I am not sure what to do with it and I am not sure what to do with my life and I am not sure what you mean about this one you have a big difference between the two of us are dead redemption code for the job posting job on my way to babalawo I am not sure if you are aware of this but I am interested to see the way you can offer you my love but I am interested in the job posting on Craigslist and Craigslist and I would love you more about you are laughing at the gykssg,The quick response from you are aware of this but I am interested in the gjmddy I am not am I I am interested in this world and I will be there to do with my life and I am not sure if you if I have money to do with it my love I have been trying to get this get done before the end of the year for you guys to me pls me and I am not sure what to do with my life and I am gudek
